UNIX Timestamp, User Agent
Thu Feb 12 2015 21:05:57 GMT-0500 (Eastern Standard Time) , Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36
Thu Feb 12 2015 21:05:58 GMT-0500 (Eastern Standard Time) , Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36
Thu Feb 12 2015 21:05:59 GMT-0500 (Eastern Standard Time) , Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36
